Class,Subclass,SubclassCategory,Commands,Response,Label
Bike,Not needed,Greetings,"What's up, TVs?",Great,1
Bike,Not needed,Greetings,"How's it going, TVs?","Good, thanks for asking",1
Bike,Not needed,Greetings,"Hey there, TVs!",Hey,1
Bike,Not needed,Greetings,"Hello to you, TVs!",Hello,1
Bike,Not needed,Greetings,"Hi, TVs friend!",Hi,1
Bike,Not needed,Greetings,"Aloha, TVs!",Aloha,1
Bike,Not needed,Greetings,"Bonjour, TVs!",Bonjour,1
Bike,Not needed,Greetings,"Ciao, TVs!",Ciao,1
Bike,Not needed,Greetings,"Namaste, TVs!",Namaste,1
Bike,Not needed,Greetings,"Salaam, TVs!",Salaam,1
Bike,Not needed,Greetings,"Shalom, TVs!",Shalom,1
Bike,Not needed,Greetings,"Konnichiwa, TVs!",Konnichiwa,1
Bike,Not needed,Greetings,"Hola, TVs!",Hola,1
Bike,Not needed,Greetings,"G'day, TVs!",Good day,1
Bike,Not needed,Greetings,"What's cracking, TVs?",Hi,1
Bike,Not needed,Greetings,"Well met, TVs!",Thank you,1
Bike,Not needed,Greetings,"Good to see you, TVs!",Thank you,1
Bike,Not needed,Greetings,"It's a pleasure to meet you, TVs!",My pleasure,1
Bike,Not needed,Greetings,"Welcome, TVs!",Thank you,1
Bike,Not needed,Greetings,"How's everything, TVs?","Good, thanks for asking",1
Bike,Not needed,Greetings,"Top of the morning to you, TVs!",Hi,1
Bike,Not needed,Greetings,"Howdy-do, TVs!",Hi,1
Bike,Not needed,Greetings,"Hey, sunshine TVs!",Hey,1
Bike,Not needed,Greetings,"How goes it, TVs?",Hi,1
Bike,Not needed,Greetings,"Hey, TVs pal!",Hey friend,1
Bike,Not needed,Greetings,"Hey, TVs homie!",Hey,1
Bike,Not needed,Greetings,"Hi, TVs stranger!",Hi,1
Bike,Not needed,Greetings,"Long time no see, TVs!",Hello,1
Bike,Not needed,Greetings,"Hi, beautiful TVs!",Hi,1
Bike,Not needed,Greetings,"Hi, handsome TVs!",Thanks for the complement,1
Bike,Not needed,Greetings,"Good day to you, TVs!",My pleasure,1
Bike,Not needed,Greetings,"What's the good word, TVs?",Hello. Life is beautiful. Thanks for asking,1
Bike,Not needed,Greetings,"Hey, neighbor TVs!",Hi,1
Bike,Not needed,Greetings,"Hey, you TVs!",Hi,1
Bike,Not needed,Greetings,"Hey, good looking TVs!",Hey,1
Bike,Not needed,Greetings,"Hi, TVs team!",Hi,1
Bike,Not needed,Greetings,"Hey, TVs folks!",Hey,1
Bike,Not needed,Greetings,"Hey, TVs squad!",Hey,1
Bike,Not needed,Greetings,"Hi, TVs crew!",Hi,1
Bike,Not needed,Greetings,"Hello, TVs family!",Hello,1
Bike,Not needed,Greetings,"Yo, TVs!",Hello,1
Bike,Not needed,Greetings,"Sup, TVs?",Hi,1
Bike,Not needed,Greetings,"Hey, TVs superstar!",Hey,1
Bike,Not needed,Greetings,"Hi, TVs legend!",Hi,1
Bike,Not needed,Greetings,"How's life, TVs?","Good, thanks for asking",1
Bike,Not needed,Greetings,"Hey, TVs genius!",Hey,1
Bike,Not needed,Greetings,"Hello, TVs master!",Hello,1
Bike,Not needed,Greetings,"Greetings, TVs champion!",Hi,1
Bike,Not needed,Greetings,"Hey, TVs hero!",Hey,1
Bike,Not needed,Greetings,"Hi, TVs rockstar!",Hi,1
Bike,Not needed,Greetings,"What's new, TVs?",Hii,1
Bike,Not needed,Greetings,"Hey, TVs innovator!",Hey,1
Bike,Not needed,Greetings,"Hi, TVs maestro!",Hi,1
Bike,Not needed,Greetings,"Hello, TVs wizard!",Hello,1
Bike,Not needed,Greetings,"Hey, TVs virtuoso!",Hey,1
Bike,Not needed,Greetings,"Greetings, TVs guru!",Hello,1
Bike,Not needed,Greetings,"Hi, TVs artist!",Hi,1
Bike,Not needed,Greetings,"Hey, TVs magician!",Hey,1
Bike,Cloud,Songs/media,"   Play ""XYZ"" by ""ABC""","Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play my favorite song.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start playing music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Shuffle my playlist.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play the latest track.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Listen to an artist's top hits.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Show me new albums.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find songs by genre.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a podcast episode.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Shuffle my favorite tunes.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a video playlist.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Repeat this track.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Skip to the next song.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Show me music videos.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Discover new artists.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play something entertaining.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Search for upbeat tracks.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Listen to the latest album.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a random song.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Show me popular tracks.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Tune in to a radio station.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Can you play some background music?,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Recommend some relaxing tunes.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find me a podcast on productivity.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play an audiobook.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Create a custom playlist.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Tune in to a live radio station.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Shuffle my workout playlist.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play some classical music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a meditation track.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Listen to a comedy show.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Explore ambient sounds.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Show me recent music releases.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch the firmware update for your bike,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Recommend a podcast episode.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Curate a study music mix.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play some instrumental music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Show me trending music charts.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Listen to a live DJ set.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find me a podcast on history.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Discover new indie artists.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Initiate a music session.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Dive into the tunes.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Let's groove with some music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Commence the audio journey.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Set the mood with music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play some ambient music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find me a playlist for studying.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Can you recommend some jazz tunes?,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a podcast on technology.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play the latest hip-hop tracks.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Show me some acoustic covers.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a workout playlist.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a classical piano piece.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Discover new indie bands.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a meditation soundtrack.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Recommend a comedy podcast.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a mix of '80s hits.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find me some relaxing nature sounds.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a rock music marathon.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a motivational speech.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Show me popular songs from the '90s.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play the top charts.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast on true crime.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a reggae playlist.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a live concert recording.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Can you play some indie folk music?,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast on personal development.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a playlist for road trips.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a compilation of movie soundtracks.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find me a guided meditation session.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a playlist for relaxation.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a live recording of a jazz concert.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a mix of electronic dance music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Recommend some motivational speeches.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a podcast on astronomy.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a playlist for yoga sessions.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch an album of classical symphonies.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a collection of spoken word poetry.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a playlist for a rainy day.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast on mindfulness.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play some instrumental covers of popular songs.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a mix of world music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a compilation of comedy sketches.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find me a podcast on historical mysteries.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a playlist for creative inspiration.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play ambient sounds for focus.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast about true crime stories.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a playlist for morning workouts.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play the top hits from the 90s.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a mix of instrumental jazz.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast on urban legends.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a collection of acoustic covers.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a playlist for studying.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a podcast on science fiction.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a playlist for a beach day.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a mix of classical piano music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a collection of nature sounds.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a playlist for cooking dinner.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a podcast on technology trends.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a playlist for driving at night.,"Please wait, your request is been processed.",1
Bike,Cloud,News/Notification,Are there any new notifications or messages on my phone or social media inbox?,Processing your request please wait,1
Bike,Cloud,News/Notification,Can you check if I have any new emails?,Processing your request please wait,1
Bike,Cloud,News/Notification,Did I receive any messages on Instagram?,Processing your request please wait,1
